33:25.8,12.211,TCP  ,10054_249,54021,EXT_SERVER,22,18,2329,1,.APRSF,0,suspicious
30:30.9,9.186,TCP  ,10008_98,44677,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
29:46.3,58.729,TCP  ,10004_35,62374,EXT_SERVER,22,6,374,1,.AP.SF,0,suspicious
30:39.7,10.593,TCP  ,10008_98,52120,EXT_SERVER,22,17,2283,1,.AP.SF,0,suspicious
30:40.3,10.079,TCP  ,10006_27,57913,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
30:45.2,9.186,TCP  ,10054_249,37765,EXT_SERVER,22,19,2371,1,.AP.SF,0,suspicious
30:50.0,10.841,TCP  ,10008_98,35876,EXT_SERVER,22,20,2423,1,.AP.SF,0,suspicious
30:54.1,9.86,TCP  ,10054_249,47082,EXT_SERVER,22,18,2319,1,.AP.SF,0,suspicious
31:00.5,9.077,TCP  ,10008_98,49574,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
31:03.6,10.1,TCP  ,10054_249,56985,EXT_SERVER,22,20,2423,1,.AP.SF,0,suspicious
34:05.5,7.728,TCP  ,10004_35,40092,EXT_SERVER,22,8,427,1,.APRSF,0,suspicious
31:09.3,9.001,TCP  ,10008_98,54539,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
31:13.4,9.738,TCP  ,10054_249,38750,EXT_SERVER,22,20,2423,1,.AP.SF,0,suspicious
31:18.0,9.228,TCP  ,10008_98,58011,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
34:19.1,10.489,TCP  ,10006_27,33256,EXT_SERVER,22,16,2225,1,.APRSF,0,suspicious
31:22.8,9.31,TCP  ,10054_249,49824,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
31:26.9,9.641,TCP  ,10008_98,34226,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
31:31.8,9.733,TCP  ,10054_249,57558,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
31:34.2,9.073,TCP  ,10006_27,34803,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
31:36.2,9.276,TCP  ,10008_98,39119,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
31:41.2,9.074,TCP  ,10054_249,37570,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
31:45.2,8.613,TCP  ,10008_98,43584,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
34:49.2,9.013,TCP  ,10004_35,53363,EXT_SERVER,22,8,705,1,.APRSF,0,suspicious
31:53.5,9.543,TCP  ,10008_98,45550,EXT_SERVER,22,18,2319,1,.AP.SF,0,suspicious
31:59.5,9.357,TCP  ,10054_249,48396,EXT_SERVER,22,17,2283,1,.AP.SF,0,suspicious
32:02.7,9.446,TCP  ,10008_98,49919,EXT_SERVER,22,18,2335,1,.AP.SF,0,suspicious
32:08.7,9.571,TCP  ,10054_249,55477,EXT_SERVER,22,19,2371,1,.AP.SF,0,suspicious
32:11.8,9.987,TCP  ,10008_98,57133,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
32:18.2,9.565,TCP  ,10054_249,33410,EXT_SERVER,22,20,2423,1,.AP.SF,0,suspicious
32:21.5,10.331,TCP  ,10008_98,37448,EXT_SERVER,22,18,2335,1,.AP.SF,0,suspicious
35:17.7,18.864,TCP  ,10006_27,61090,EXT_SERVER,22,15,1839,1,.APRSF,0,suspicious
32:27.4,10.135,TCP  ,10054_249,37841,EXT_SERVER,22,19,2371,1,.AP.SF,0,suspicious
32:28.6,11.319,TCP  ,10006_27,13557,EXT_SERVER,22,16,2215,1,.AP.SF,0,suspicious
32:31.5,10.565,TCP  ,10008_98,46870,EXT_SERVER,22,18,2335,1,.AP.SF,0,suspicious
35:33.1,10.271,TCP  ,10004_35,58938,EXT_SERVER,22,8,435,1,.APRSF,0,suspicious
32:37.6,10.188,TCP  ,10054_249,44622,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
32:41.7,9.775,TCP  ,10008_98,57863,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
32:47.4,10.301,TCP  ,10054_249,51217,EXT_SERVER,22,19,2371,1,.AP.SF,0,suspicious
32:49.3,9.429,TCP  ,10012_231,38013,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
32:51.2,10.716,TCP  ,10008_98,38551,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
32:57.4,9.818,TCP  ,10054_249,60094,EXT_SERVER,22,19,2371,1,.AP.SF,0,suspicious
32:58.5,9.97,TCP  ,10012_231,49828,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
33:06.9,9.532,TCP  ,10054_249,37973,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
33:08.1,9.893,TCP  ,10012_231,60328,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
33:16.1,10.069,TCP  ,10054_249,45373,EXT_SERVER,22,18,2319,1,.AP.SF,0,suspicious
33:17.7,10.107,TCP  ,10012_231,42772,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
33:25.3,10.962,TCP  ,10006_27,10067,EXT_SERVER,22,17,2279,1,.AP.SF,0,suspicious
33:27.5,10.658,TCP  ,10012_231,51738,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
33:37.7,10.519,TCP  ,10054_249,41508,EXT_SERVER,22,20,2423,1,.AP.SF,0,suspicious
33:37.8,10.374,TCP  ,10012_231,34824,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
33:47.9,9.921,TCP  ,10012_231,44271,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
33:47.9,10.012,TCP  ,10054_249,51586,EXT_SERVER,22,20,2439,1,.AP.SF,0,suspicious
32:00.6,121.813,TCP  ,10004_35,43276,EXT_SERVER,22,5,268,1,.A..SF,0,suspicious
33:57.5,10.525,TCP  ,10012_231,52291,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
37:00.7,6.927,TCP  ,10004_35,15129,EXT_SERVER,22,7,383,1,.APRSF,0,suspicious
33:57.5,10.516,TCP  ,10054_249,33785,EXT_SERVER,22,18,2319,1,.AP.SF,0,suspicious
34:07.7,10.304,TCP  ,10012_231,60276,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
34:07.8,10.06,TCP  ,10054_249,46051,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
34:17.6,9.119,TCP  ,10012_231,42608,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
34:26.4,10.278,TCP  ,10012_231,48059,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
34:36.4,9.764,TCP  ,10012_231,57964,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
34:45.8,10.387,TCP  ,10012_231,36189,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
34:55.9,9.687,TCP  ,10012_231,46537,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
35:05.2,9.089,TCP  ,10012_231,53330,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
36:17.5,124.074,TCP  ,10004_35,13726,EXT_SERVER,22,10,817,1,.APRSF,0,suspicious
35:14.0,9.253,TCP  ,10012_231,58339,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
35:22.9,9.915,TCP  ,10012_231,35012,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
35:32.5,10.316,TCP  ,10012_231,41765,EXT_SERVER,22,20,2423,1,.AP.SF,0,suspicious
35:42.5,9.13,TCP  ,10012_231,52310,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
38:29.5,23.611,TCP  ,10004_35,15773,EXT_SERVER,22,7,1029,1,.APRSF,0,suspicious
35:51.3,8.827,TCP  ,10012_231,60941,EXT_SERVER,22,15,2179,1,.AP.SF,0,suspicious
36:00.0,9.697,TCP  ,10012_231,39457,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
37:45.1,87.791,TCP  ,10004_35,11264,EXT_SERVER,22,7,1037,1,.APRSF,0,suspicious
36:09.4,9.976,TCP  ,10012_231,47156,EXT_SERVER,22,18,2319,1,.AP.SF,0,suspicious
36:15.9,9.378,TCP  ,10006_27,36163,EXT_SERVER,22,18,2331,1,.AP.SF,0,suspicious
37:14.3,9.024,TCP  ,10006_27,13940,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
40:40.9,14.112,TCP  ,10004_35,46656,EXT_SERVER,22,7,420,1,.APRSF,0,suspicious
41:00.0,5.826,TCP  ,10006_27,26792,EXT_SERVER,22,7,1029,1,.APRSF,0,suspicious
39:11.9,120.444,TCP  ,10004_35,12678,EXT_SERVER,22,4,231,1,.APRS.,0,suspicious
38:11.3,8.22,TCP  ,10006_27,18294,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
39:07.0,9.558,TCP  ,10006_27,11072,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
42:17.3,5.92,TCP  ,10004_35,47180,EXT_SERVER,22,6,353,1,.APRSF,0,suspicious
41:30.3,90.623,TCP  ,10004_35,49154,EXT_SERVER,22,7,1029,1,.APRS.,0,suspicious
40:01.5,9.647,TCP  ,10006_27,54417,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
40:34.0,0,UDP  ,10025_123,5074,EXT_SERVER,5060,1,437,1,......,0,suspicious
43:02.7,41.435,TCP  ,10004_35,62073,EXT_SERVER,22,6,329,1,.APRSF,0,suspicious
39:54.5,83.321,TCP  ,10004_35,61354,EXT_SERVER,22,6,983,1,.AP.SF,0,suspicious
43:46.4,41.015,TCP  ,10004_35,63132,EXT_SERVER,22,5,925,1,.APRSF,0,suspicious
44:30.4,7.143,TCP  ,10004_35,63885,EXT_SERVER,22,9,1695,1,.APRSF,0,suspicious
41:58.6,9.141,TCP  ,10006_27,12345,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
45:13.4,11.068,TCP  ,10004_35,57106,EXT_SERVER,22,8,453,1,.APRSF,0,suspicious
43:01.0,8.475,TCP  ,10006_27,24768,EXT_SERVER,22,15,2179,1,.AP.SF,0,suspicious
46:41.8,6.918,TCP  ,10004_35,61462,EXT_SERVER,22,5,301,1,.APRS.,0,suspicious
43:58.8,9.222,TCP  ,10006_27,46034,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
44:53.7,9.381,TCP  ,10006_27,36114,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
45:28.1,0.017,UDP  ,10014_199,123,EXT_SERVER,42123,1,76,1,......,0,suspicious
48:41.4,6.913,TCP  ,10004_35,42460,EXT_SERVER,22,6,368,1,.APRSF,0,suspicious
45:48.3,10.459,TCP  ,10006_27,19164,EXT_SERVER,22,17,2283,1,.AP.SF,0,suspicious
46:45.2,9.997,TCP  ,10006_27,11108,EXT_SERVER,22,17,2279,1,.AP.SF,0,suspicious
50:18.5,9.403,TCP  ,10004_35,53573,EXT_SERVER,22,3,166,1,...RS.,0,suspicious
47:40.6,9.254,TCP  ,10006_27,51491,EXT_SERVER,22,14,2111,1,.AP.SF,0,suspicious
48:38.8,10.215,TCP  ,10006_27,33081,EXT_SERVER,22,15,2179,1,.AP.SF,0,suspicious
51:48.4,7.382,TCP  ,10004_35,30230,EXT_SERVER,22,8,427,1,.APRSF,0,suspicious
50:23.5,98.581,TCP  ,10004_35,43768,EXT_SERVER,22,8,1625,1,.APRSF,0,suspicious
47:25.9,120.453,TCP  ,10004_35,10492,EXT_SERVER,22,5,283,1,.AP.SF,0,suspicious
52:18.5,9.582,TCP  ,10006_27,47059,EXT_SERVER,22,18,2397,1,.APRSF,0,suspicious
49:29.8,11.191,TCP  ,10006_27,10493,EXT_SERVER,22,16,2215,1,.AP.SF,0,suspicious
53:04.6,122.433,TCP  ,10004_35,41827,EXT_SERVER,22,6,991,1,.AP.S.,0,suspicious
50:26.2,7.706,TCP  ,10006_27,10445,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
53:27.4,7.51,TCP  ,10004_35,59136,EXT_SERVER,22,9,751,1,.APRSF,0,suspicious
51:19.2,9.518,TCP  ,10006_27,52566,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
54:15.9,22.199,TCP  ,10004_35,12307,EXT_SERVER,22,5,925,1,.APRSF,0,suspicious
52:37.9,123.886,TCP  ,10004_35,40230,EXT_SERVER,22,8,713,1,.APRSF,0,suspicious
55:01.7,5.898,TCP  ,10004_35,36866,EXT_SERVER,22,7,375,1,.APRSF,0,suspicious
55:45.8,6.377,TCP  ,10004_35,44699,EXT_SERVER,22,5,262,1,.A.RSF,0,suspicious
51:07.7,121.376,TCP  ,10004_35,27461,EXT_SERVER,22,4,231,1,.AP.SF,0,suspicious
53:19.0,10.298,TCP  ,10006_27,51150,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
56:46.8,9.485,TCP  ,10008_109,36051,EXT_SERVER,22,17,2261,1,.APRSF,0,suspicious
56:32.0,45.166,TCP  ,10004_35,16257,EXT_SERVER,22,5,925,1,.APRSF,0,suspicious
54:19.3,9.366,TCP  ,10006_27,27095,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
54:45.3,9.636,TCP  ,10008_109,46969,EXT_SERVER,22,16,2215,1,.AP.SF,0,suspicious
54:54.7,9.241,TCP  ,10008_109,56131,EXT_SERVER,22,18,2319,1,.AP.SF,0,suspicious
58:05.8,6.186,TCP  ,10004_35,40358,EXT_SERVER,22,7,1029,1,.APRSF,0,suspicious
55:03.6,10.65,TCP  ,10008_109,33785,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
58:12.0,9.82,TCP  ,10012_195,41130,EXT_SERVER,22,15,2157,1,.APRSF,0,suspicious
55:14.0,9.964,TCP  ,10008_109,44419,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
55:16.2,9.59,TCP  ,10006_27,28233,EXT_SERVER,22,14,2111,1,.AP.SF,0,suspicious
55:23.6,10.243,TCP  ,10008_109,55208,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
55:33.5,9.395,TCP  ,10008_109,41192,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
55:34.0,9.866,TCP  ,10012_195,54923,EXT_SERVER,22,19,2371,1,.AP.SF,0,suspicious
00:10.7,0,TCP  ,10000_214,8830,EXT_SERVER,23,1,46,1,....S.,0,suspicious
00:09.2,15.42,TCP  ,10001_123,4589,EXT_SERVER,22,13,2843,1,.APRS.,0,suspicious
00:27.4,0,TCP  ,10002_148,18816,EXT_SERVER,23,1,46,1,....S.,0,suspicious
00:27.7,14.644,TCP  ,10001_123,3477,EXT_SERVER,22,13,2843,1,.APRS.,0,suspicious
00:56.8,0,TCP  ,10003_214,42182,EXT_SERVER,23,1,46,1,....S.,0,suspicious
00:02.3,62.046,TCP  ,10004_35,57382,EXT_SERVER,22,7,420,1,.APRSF,0,suspicious
00:55.8,14.313,TCP  ,10001_123,3398,EXT_SERVER,22,15,2871,1,.APRS.,0,suspicious
01:28.4,0.001,TCP  ,10005_82,24989,EXT_SERVER,7547,1,46,1,....S.,0,suspicious
01:15.7,13.486,TCP  ,10001_123,2645,EXT_SERVER,22,15,2871,1,.APRS.,0,suspicious
01:30.2,8.33,TCP  ,10004_35,52214,EXT_SERVER,22,6,329,1,.APRSF,0,suspicious
01:33.0,14.508,TCP  ,10001_123,2207,EXT_SERVER,22,16,2917,1,.APRS.,0,suspicious
02:19.5,9.62,TCP  ,10006_27,34328,EXT_SERVER,22,15,2157,1,.APRSF,0,suspicious
00:46.7,120.94,TCP  ,10004_35,49995,EXT_SERVER,22,7,381,1,.APRSF,0,suspicious
02:34.8,14.315,TCP  ,10001_123,1610,EXT_SERVER,22,17,3027,1,.APRS.,0,suspicious
02:14.1,40.647,TCP  ,10004_35,53003,EXT_SERVER,22,7,1029,1,.APRSF,0,suspicious
02:55.0,0,TCP  ,10007_231,28877,EXT_SERVER,23,1,46,1,....S.,0,suspicious
02:59.0,6.452,TCP  ,10004_35,62380,EXT_SERVER,22,6,329,1,.APRSF,0,suspicious
02:50.7,15.876,TCP  ,10001_123,2812,EXT_SERVER,22,16,2917,1,.APRS.,0,suspicious
03:11.8,12.854,TCP  ,10001_123,1702,EXT_SERVER,22,13,2843,1,.APRS.,0,suspicious
03:26.4,10.355,TCP  ,10008_109,48143,EXT_SERVER,22,17,2261,1,.APRSF,0,suspicious
00:32.0,9.631,TCP  ,10006_27,25777,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
04:07.6,0,TCP  ,10009_161,26905,EXT_SERVER,23,1,46,1,....S.,0,suspicious
04:15.6,0,TCP  ,10010_80,36693,EXT_SERVER,23,1,46,1,....S.,0,suspicious
04:20.5,0,TCP  ,10011_88,29538,EXT_SERVER,5358,1,46,1,....S.,0,suspicious
01:26.3,8.605,TCP  ,10006_27,57182,EXT_SERVER,22,17,2283,1,.AP.SF,0,suspicious
04:29.2,9.578,TCP  ,10008_109,48863,EXT_SERVER,22,15,2157,1,.APRSF,0,suspicious
04:46.9,15.424,TCP  ,10001_123,1579,EXT_SERVER,22,16,2917,1,.APRS.,0,suspicious
04:54.4,10.569,TCP  ,10012_231,40964,EXT_SERVER,22,17,2261,1,.APRSF,0,suspicious
05:11.7,10.619,TCP  ,10004_35,13988,EXT_SERVER,22,6,977,1,.APRSF,0,suspicious
05:22.8,0,TCP  ,10013_199,1811,EXT_SERVER,23,1,46,1,....S.,0,suspicious
05:10.1,20.234,TCP  ,10001_123,3792,EXT_SERVER,22,15,2935,1,.APRS.,0,suspicious
05:24.9,10.197,TCP  ,10012_231,47271,EXT_SERVER,22,14,2105,1,.APRSF,0,suspicious
02:39.5,9.602,TCP  ,10008_109,38273,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
05:33.3,15.706,TCP  ,10001_123,2337,EXT_SERVER,22,15,2871,1,.APRS.,0,suspicious
04:28.1,89.131,TCP  ,10004_35,15987,EXT_SERVER,22,8,717,1,.APRSF,0,suspicious
02:48.7,9.967,TCP  ,10008_109,45310,EXT_SERVER,22,16,2215,1,.AP.SF,0,suspicious
03:03.4,0.015,UDP  ,10014_199,123,EXT_SERVER,47847,1,76,1,......,0,suspicious
05:51.1,16.633,TCP  ,10001_123,4429,EXT_SERVER,22,15,3679,1,.APRS.,0,suspicious
02:58.4,9.85,TCP  ,10008_109,56766,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
03:08.0,9.566,TCP  ,10008_109,36559,EXT_SERVER,22,16,2215,1,.AP.SF,0,suspicious
06:14.7,2.874,TCP  ,10015_126,51434,EXT_SERVER,445,2,104,1,....S.,0,suspicious
02:40.8,38.446,TCP  ,10016_97,54464,EXT_SERVER,22,14,1678,1,  0xdb,0,suspicious
03:19.4,2.534,TCP  ,10016_97,55502,EXT_SERVER,22,14,1678,1,  0xdb,0,suspicious
03:14.1,8.734,TCP  ,10006_27,19456,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
03:21.9,2.769,TCP  ,10016_97,55556,EXT_SERVER,22,14,1678,1,  0xdb,0,suspicious
03:17.2,9.432,TCP  ,10008_109,42662,EXT_SERVER,22,15,2179,1,.AP.SF,0,suspicious
06:39.6,5.468,TCP  ,10004_35,22530,EXT_SERVER,22,4,255,1,.APRSF,0,suspicious
03:37.0,10.013,TCP  ,10008_109,54419,EXT_SERVER,22,18,2319,1,.AP.SF,0,suspicious
06:39.3,13.437,TCP  ,10001_123,3246,EXT_SERVER,22,14,2825,1,.APRS.,0,suspicious
03:46.7,11.744,TCP  ,10008_109,36759,EXT_SERVER,22,18,2319,1,.AP.SF,0,suspicious
03:58.1,11.228,TCP  ,10008_109,49845,EXT_SERVER,22,20,2439,1,.AP.SF,0,suspicious
07:10.9,0,TCP  ,10017_11,12419,EXT_SERVER,7547,1,46,1,....S.,0,suspicious
06:57.4,17.283,TCP  ,10001_123,1646,EXT_SERVER,22,14,2825,1,.APRS.,0,suspicious
04:07.7,9.677,TCP  ,10006_27,50067,EXT_SERVER,22,16,2215,1,.AP.SF,0,suspicious
04:09.0,10.916,TCP  ,10008_109,32970,EXT_SERVER,22,17,2283,1,.AP.SF,0,suspicious
03:24.8,61.379,TCP  ,10016_97,55655,EXT_SERVER,22,15,1724,1,  0xdb,0,suspicious
04:19.6,9.938,TCP  ,10008_109,41218,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
04:26.3,3.363,TCP  ,10016_97,57200,EXT_SERVER,22,14,1678,1,  0xdb,0,suspicious
04:35.1,9.588,TCP  ,10012_231,47695,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
04:38.5,9.555,TCP  ,10008_109,54731,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
04:44.4,10.412,TCP  ,10012_231,57489,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
04:57.5,0,UDP  ,10018_14,56475,EXT_SERVER,19,1,46,1,......,0,suspicious
04:47.7,11.03,TCP  ,10008_109,33056,EXT_SERVER,22,19,2383,1,.AP.SF,0,suspicious
05:57.4,120.932,TCP  ,10004_35,23967,EXT_SERVER,22,7,381,1,.APRSF,0,suspicious
03:43.0,76.367,TCP  ,10004_35,63339,EXT_SERVER,22,7,1035,1,.AP.SF,0,suspicious
04:58.4,10.451,TCP  ,10008_109,45455,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
05:02.6,11.406,TCP  ,10006_27,32929,EXT_SERVER,22,19,2383,1,.AP.SF,0,suspicious
05:04.6,10.49,TCP  ,10012_231,52685,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
08:02.9,13.737,TCP  ,10001_123,3727,EXT_SERVER,22,13,2843,1,.APRS.,0,suspicious
04:29.6,48.334,TCP  ,10016_97,57298,EXT_SERVER,22,15,1724,1,  0xdb,0,suspicious
05:08.6,11.045,TCP  ,10008_109,56142,EXT_SERVER,22,17,2279,1,.AP.SF,0,suspicious
05:14.8,10.478,TCP  ,10012_231,37176,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
05:19.3,10.408,TCP  ,10008_109,39670,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
08:22.2,14.172,TCP  ,10001_123,4454,EXT_SERVER,22,17,3079,1,.APRS.,0,suspicious
05:29.1,9.631,TCP  ,10008_109,48593,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
05:34.7,9.745,TCP  ,10012_231,57794,EXT_SERVER,22,18,2319,1,.AP.SF,0,suspicious
05:38.4,10.136,TCP  ,10008_109,56616,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
08:40.5,10.137,TCP  ,10006_27,52579,EXT_SERVER,22,16,2209,1,.APRSF,0,suspicious
05:44.1,9.338,TCP  ,10012_231,38768,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
05:18.0,38.777,TCP  ,10016_97,58548,EXT_SERVER,22,14,1678,1,  0xdb,0,suspicious
05:48.2,9.149,TCP  ,10008_109,34263,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
07:23.3,96.451,TCP  ,10004_35,20505,EXT_SERVER,22,7,389,1,.APRSF,0,suspicious
05:53.1,9.872,TCP  ,10012_231,47681,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
08:53.3,10.573,TCP  ,10004_35,37053,EXT_SERVER,22,8,1075,1,.APRSF,0,suspicious
05:57.4,9.415,TCP  ,10006_27,64858,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
05:57.1,9.953,TCP  ,10008_109,40625,EXT_SERVER,22,17,2279,1,.AP.SF,0,suspicious
06:02.7,10.49,TCP  ,10012_231,56234,EXT_SERVER,22,18,2319,1,.AP.SF,0,suspicious
06:06.7,9.797,TCP  ,10008_109,52709,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
06:12.8,11.948,TCP  ,10012_231,37242,EXT_SERVER,22,18,2319,1,.AP.SF,0,suspicious
09:27.8,0,TCP  ,10019_244,34855,EXT_SERVER,8998,1,46,1,....S.,0,suspicious
05:56.7,32.022,TCP  ,10016_97,59553,EXT_SERVER,22,15,1724,1,  0xdb,0,suspicious
06:28.9,3.384,TCP  ,10016_97,60394,EXT_SERVER,22,13,1632,1,  0xdb,0,suspicious
06:24.4,11.085,TCP  ,10012_231,54449,EXT_SERVER,22,18,2319,1,.AP.SF,0,suspicious
09:39.4,0,TCP  ,10020_81,5155,EXT_SERVER,23,1,46,1,....S.,0,suspicious
06:35.1,12.125,TCP  ,10012_231,39376,EXT_SERVER,22,19,2383,1,.AP.SF,0,suspicious
06:53.1,0,UDP  ,10021_235,5119,EXT_SERVER,5060,1,441,1,......,0,suspicious
06:46.9,9.694,TCP  ,10012_231,54682,EXT_SERVER,22,20,2423,1,.AP.SF,0,suspicious
06:52.4,9.072,TCP  ,10006_27,44454,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
06:56.3,8.811,TCP  ,10012_231,34579,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
06:33.3,34.447,TCP  ,10016_97,60510,EXT_SERVER,22,15,1730,1,  0xdb,0,suspicious
09:52.0,16.822,TCP  ,10001_123,4093,EXT_SERVER,22,16,2917,1,.APRS.,0,suspicious
06:40.2,34.494,TCP  ,10022_138,59498,EXT_SERVER,80,90,17099,1,.AP.SF,0,unknown
07:04.7,9.418,TCP  ,10012_231,40444,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
